SKU,Title,Description,WebDisplay,Product URL,Image URL,price,List Price,Manufacturer,ManufactModel,UPC,Promo Text,Availability,Condition,,
0600091-25,Kenda Kontact 20x2.25 Black Tire,"Kenda Kontact  has a wrap-around tread. Knurled surface for traction and control. A unique directional street tire with a large lean-over angle. Ideal for urban or freestyle rides.",Bicycles > Bmx Tires,0600091-25/nt,http://www.bicyclebuys.com/productimages/0600091.jpg,14.99,18,KENDA,TDW0106,047853674767,Free Shipping On Orders Over $150.00,Yes,New,,"Kenda Kontact  has a wrap-around tread. Knurled surface for traction and control. A unique directional street tire with a large lean-over angle. Ideal for urban or freestyle rides."
0129959,Minoura Trainer Mat Lite,"The Minoura trainer MAT is for use on all types of floors.  Protect your floor from sweat created during an indoor training session.  The Mat will absorb vibration that is a constant while training.",Bicycles > Indoor Trainers,0129959/nt,http://www.bicyclebuys.com/productimages/0129959.jpg,44.99,60,Minoura,400-6430-01,740966404596,Free Shipping On Orders Over $150.00,Yes,New,,"The Minoura trainer MAT is for use on all types of floors.  Protect your floor from sweat created during an indoor training session.  The Mat will absorb vibration that is a constant while training."
LGFUXRWPART,Louis Garneau Futura XR Women's Road Shoe,"The Louis Garneau Women's Futura XR has the HRS-90 technology that maintains the heel in place during power transfer. This maximizes power transfer with less foot fatigue. One-way Lycra® inside the shoe provides support and eliminates heel lift. A multi-p",Bicycles > Road Shoes,LGFUXRWPART/nt,http://www.bicyclebuys.com/productimages/LGFUXRWPART.jpg,149.99,180,Louis Garneau,,,Free Shipping On Orders Over $150.00,Yes,New,,"The Louis Garneau Women's Futura XR has the HRS-90 technology that maintains the heel in place during power transfer. This maximizes power transfer with less foot fatigue. One-way Lycra® inside the shoe provides support and eliminates heel lift. A multi-p"
LGTLWPART,Louis Garneau Tri Lite Women's Road Cycling Shoe,"Louis Garneau Tri Lite Road Cycling Shoe is an incredibily lightweight shoe that comes just about 1 lb per pair. This weight is achieved through ultra-stiff and light weight Composite X-Lite Carbon outsole. This extremely well vented shoe keeps your feet ",Bicycles > Road Shoes,LGTLWPART/nt,http://www.bicyclebuys.com/productimages/LGTLWPART.jpg,149.99,170,Louis Garneau,,,Free Shipping On Orders Over $150.00,Yes,New,,"Louis Garneau Tri Lite Road Cycling Shoe is an incredibily lightweight shoe that comes just about 1 lb per pair. This weight is achieved through ultra-stiff and light weight Composite X-Lite Carbon outsole. This extremely well vented shoe keeps your feet "
LGMONPART,Louis Garneau Monte MTB Shoes,"The Louis Garneau Monte MTB shoes are built with a high-density Ergo Grip outsole with a thermoplastic protection at the toes. It has a removable crampon which is included for under the toe cup.",Bicycles > Mountain Shoes,LGMONPART/nt,http://www.bicyclebuys.com/productimages/LGMONPART.jpg,104.99,120,Louis Garneau,1487165,,Free Shipping On Orders Over $150.00,Yes,New,,"The Louis Garneau Monte MTB shoes are built with a high-density Ergo Grip outsole with a thermoplastic protection at the toes. It has a removable crampon which is included for under the toe cup."
LGMONWPART,Louis Garneau Monte Women's MTB Shoes,"The Louis Garneau Monte MTB Women's shoes are built with a high-density Ergo Grip outsole with a thermoplastic protection at the toes. It has a removable crampon which is included for under the toe cup.",Bicycles > Mountain Shoes,LGMONWPART/nt,http://www.bicyclebuys.com/productimages/LGMONWPART.jpg,104.99,120,Louis Garneau,,,Free Shipping On Orders Over $150.00,Yes,New,,"The Louis Garneau Monte MTB Women's shoes are built with a high-density Ergo Grip outsole with a thermoplastic protection at the toes. It has a removable crampon which is included for under the toe cup."
0102016,GoPro HD Hero 2 Surf Edition Camera,"GoPro's HD Helmet Hero 2 Camera is the world’s highest performance wearable 1080p HD video and still photo camera. Professional quality 1080p / 960p / 720p HD resolutions record at 30 and 60 frames per second (60 fps in 720p). Record up to 2.5 hours on a ",Bicycles > Cycle Computers,0102016/nt,http://www.bicyclebuys.com/productimages/0102016.jpg,299.99,300,GoPro,CHDSH-002,185323000521,Free Shipping On Orders Over $150.00,Yes,New,,"GoPro's HD Helmet Hero 2 Camera is the world’s highest performance wearable 1080p HD video and still photo camera. Professional quality 1080p / 960p / 720p HD resolutions record at 30 and 60 frames per second (60 fps in 720p). Record up to 2.5 hours on a "
0486731,Shimano SM-PD22 Flat Pedal Kit,"Shimano SM-PD22 Flat Pedal Kit is for converting a Shimano clipless pedal to one which will be comfortable for standard walking shoes.  Ride with a sneaker on a wide platform!  Snaps in and out easily.",Bicycles > Mountain Clipless Pedals,0486731/nt,http://www.bicyclebuys.com/productimages/0486731.jpg,12.99,20,Shimano,Y41R98070,,Free Shipping On Orders Over $150.00,Yes,New,,"Shimano SM-PD22 Flat Pedal Kit is for converting a Shimano clipless pedal to one which will be comfortable for standard walking shoes.  Ride with a sneaker on a wide platform!  Snaps in and out easily."
LGVERPART,Louis Garneau Versa Road Cycling Helmet,"The Louis Garneau Versa  is an excellent entry-level road helmet that is available in men's and women's versions. Exo-Nerv technology and In-Mold Construction make the Versa helmet extremely safe. Spiderlock® Elite System allows you to adjust the helmet's",Bicycles > Road Helmets,LGVERPART/nt,http://www.bicyclebuys.com/productimages/LGVERPART.jpg,84.99,95,Louis Garneau,,,Free Shipping On Orders Over $150.00,Yes,New,,"The Louis Garneau Versa  is an excellent entry-level road helmet that is available in men's and women's versions. Exo-Nerv technology and In-Mold Construction make the Versa helmet extremely safe. Spiderlock® Elite System allows you to adjust the helmet's"
0151059,Sunlite Digital Amplified iSpeaker Handlebar Bag,"Sunlite Amplified iSpeaker Bag. Take your on-the-go tunes to the next level, the iSpeaker bag is back and now digitally amplified for maximum performance. Fits the vast majority of portable music devices, including smafrtphones. Backlit LED buttons round ",Bicycles > Handlebar Bags,0151059/nt,http://www.bicyclebuys.com/productimages/0151059.jpg,49.99,60,Sunlite,97382,072774973828,Free Shipping On Orders Over $150.00,Yes,New,,"Sunlite Amplified iSpeaker Bag. Take your on-the-go tunes to the next level, the iSpeaker bag is back and now digitally amplified for maximum performance. Fits the vast majority of portable music devices, including smafrtphones. Backlit LED buttons round "
1428893,Origin8 Centerlock Disc Brake Adapter,"Origin8 Centerlock Disc Brake Adapter. Convert your centerlock disc brake wheels to a 6-bolt pattern with this ultra-secure, innovative design from Origin8. Features both a lockring and locking collar, the Origin8 adapter is perfect for large-diameter rot",Bicycles > Brakes-Standard,1428893/nt,http://www.bicyclebuys.com/productimages/1428893.jpg,19.99,30,Origin8,12080,072774120802,Free Shipping On Orders Over $150.00,Yes,New,,"Origin8 Centerlock Disc Brake Adapter. Convert your centerlock disc brake wheels to a 6-bolt pattern with this ultra-secure, innovative design from Origin8. Features both a lockring and locking collar, the Origin8 adapter is perfect for large-diameter rot"
0100121,Origin8 Saddle Mount Dual Cage Holder,"Origin8 Saddle Mount Dual Cage Holder allows you to mount two extra bottles to your bike without modifying your frame or going through the hassle of clamping things to your handlebar. Perfect for Aero-heads out there looking to shave precious tenths off t",Bicycles > Bottle Cages,0100121/nt,http://www.bicyclebuys.com/productimages/0100121.jpg,14.99,20,Origin8,97041,072774970414,Free Shipping On Orders Over $150.00,Yes,New,,"Origin8 Saddle Mount Dual Cage Holder allows you to mount two extra bottles to your bike without modifying your frame or going through the hassle of clamping things to your handlebar. Perfect for Aero-heads out there looking to shave precious tenths off t"
0151060PART,Sunlite Lift Off Wire Front Basket,"Sunlite Lift Off Wire Front Basket features Powder coated steel construction, and a built-in mounting hook for Handlebar mount. Stylish and functional!",Bicycles > Handlebar Bags,0151060PART/nt,http://www.bicyclebuys.com/productimages/0151060PART.jpg,14.99,25,Sunlite,,,Free Shipping On Orders Over $150.00,Yes,New,,"Sunlite Lift Off Wire Front Basket features Powder coated steel construction, and a built-in mounting hook for Handlebar mount. Stylish and functional!"
1428840,Avid FR5 Brake Lever Set,"Avid FR5 Brake Lever. The squeeze of our levers is what dreams are made of. Most Avid levers can be swapped to be run either front or rear, which is convenient if you like to your brakes reversed, and a Godsend if you bust a lever in the middle of the woo",Bicycles > Brakes-Standard,1428840/nt,http://www.bicyclebuys.com/productimages/1428840.jpg,16.99,20,Avid Brake,00.5215.001.000,765250001800,Free Shipping On Orders Over $150.00,Yes,New,,"Avid FR5 Brake Lever. The squeeze of our levers is what dreams are made of. Most Avid levers can be swapped to be run either front or rear, which is convenient if you like to your brakes reversed, and a Godsend if you bust a lever in the middle of the woo"
0151061PART,Sunlite Wire/Mesh Lift Off Basket,"Sunlite Wire/Mesh Lift Off Basket is perfect for carrying smaller items. Mesh bottom ensures your cargo doesn't slip through the cracks. Removable basket with semi-permanent mounting bracket allows you to take your cargo with you, perfect for market days,",Bicycles > Handlebar Bags,0151061PART/nt,http://www.bicyclebuys.com/productimages/0151061PART.jpg,24.99,30,Sunlite,,,Free Shipping On Orders Over $150.00,Yes,New,,"Sunlite Wire/Mesh Lift Off Basket is perfect for carrying smaller items. Mesh bottom ensures your cargo doesn't slip through the cracks. Removable basket with semi-permanent mounting bracket allows you to take your cargo with you, perfect for market days,"
0151062,Sunlite Rear Rack Top Basket,"Sunlite Rear Rack Top Basket is one of the toughest utility-based rack-top solutions on the market today. Huge 16x13x8 dimensions mean that you'd be hard pressed to find something that won't fit this basket. Mounts to the vast majority of racks.",Bicycles > Rack Bags,0151062/nt,http://www.bicyclebuys.com/productimages/0151062.jpg,24.99,30,Sunlite,90147,072774901470,Free Shipping On Orders Over $150.00,Yes,New,,"Sunlite Rear Rack Top Basket is one of the toughest utility-based rack-top solutions on the market today. Huge 16x13x8 dimensions mean that you'd be hard pressed to find something that won't fit this basket. Mounts to the vast majority of racks."
MOFRW1,Mongoose Fraction White,"Mongoose Fraction is Designed by the core of the mongoose family; it's Factory Competition Team. Cam White, Miles Rogoish and the rest of the factory-sponsored staff suggested a SANKO 4130 Frameset, 48 spline cartridge bottom bracket, 9t one-piece driver ",Bicycles > BMX Jumping  Bikes,MOFRW1/nt,http://www.bicyclebuys.com/productimages/MOFRW1.jpg,419.99,650,Mongoose,M10FRA20,038675814004,Free Shipping On Orders Over $150.00,Yes,New,,"Mongoose Fraction is Designed by the core of the mongoose family; it's Factory Competition Team. Cam White, Miles Rogoish and the rest of the factory-sponsored staff suggested a SANKO 4130 Frameset, 48 spline cartridge bottom bracket, 9t one-piece driver "
MOSAC1PART,Mongoose Salvo Comp,"Mongoose Salvo Comp. Mongoose's go-to XC full suspension bike is designed to tackle any trail. Featuring a Hydroformed Alloy Frame with adjustable 95-120 mm rear travel, asymmetric chainstays, floating shockmount and alloy linkage. A Shimano Alivio/Deore ",Bicycles > Mountain Bikes,MOSAC1PART/nt,http://www.bicyclebuys.com/productimages/MOSAC1PART.jpg,999.99,1200,Mongoose,M11SALCO,,Free Shipping On Orders Over $150.00,Yes,New,,"Mongoose Salvo Comp. Mongoose's go-to XC full suspension bike is designed to tackle any trail. Featuring a Hydroformed Alloy Frame with adjustable 95-120 mm rear travel, asymmetric chainstays, floating shockmount and alloy linkage. A Shimano Alivio/Deore "
MANO29PART,Marin Novato 29er,"The Marin Novato 29er may be the most versatile bikes on the block. Mountain bike tough, but designed for an asphalt world. Featuring 29 wheels to suite every rider's needs with durable frames in both aluminum and cromoly that boast ample tire clearance ",Bicycles > Hybrid Bikes,MANO29PART/nt,http://www.bicyclebuys.com/productimages/MANO29PART.jpg,499.99,580,Marin,,,Free Shipping On Orders Over $150.00,Yes,New,,"The Marin Novato 29er may be the most versatile bikes on the block. Mountain bike tough, but designed for an asphalt world. Featuring 29 wheels to suite every rider's needs with durable frames in both aluminum and cromoly that boast ample tire clearance "
MABAB2,"Marin Bayview Trail 24 Girl's Gloss Blue","Marin Bayview Trail 24 '12. With the same attention to detail as Marin's adult line, these little bikes pack a big punch. Lightweight construction and components make it easy for younger riders to keep up with mom and dad.","Bicycles > Children's Bikes- 16-24",MABAB2/nt,http://www.bicyclebuys.com/productimages/MABA24B2.jpg,399.99,400,Marin,BK-129413-W,,Free Shipping On Orders Over $150.00,Yes,New,,"Marin Bayview Trail 24 '12. With the same attention to detail as Marin's adult line, these little bikes pack a big punch. Lightweight construction and components make it easy for younger riders to keep up with mom and dad."
MAPID1PART,Marin Pioneer Trail Disc '11,"Marin Pioneer Trail Disc combines off road durability with performance componentry for active riders. Lightweight, butted 6000 series Edge 3 tubing is mated to a more comfortable Marin Sport geometry, placing riders in a more upright riding position to en",Bicycles > Mountain Bikes,MAPID1PART/nt,http://www.bicyclebuys.com/productimages/MAPID1PART.jpg,449.99,520,Marin,,,Free Shipping On Orders Over $150.00,Yes,New,,"Marin Pioneer Trail Disc combines off road durability with performance componentry for active riders. Lightweight, butted 6000 series Edge 3 tubing is mated to a more comfortable Marin Sport geometry, placing riders in a more upright riding position to en"
MAAT2PART,Marin Alpine Trail 29er '12,"Marin Alpine Trail's big wheels equal big speed. Every Marin 29er is designed to elevate your ride. Combining Marin's proprietary 29er geometry with the inherent qualities of larger 29 wheels, every bike offers a stable ride that rolls over roots, rails ",Bicycles > Mountain Bikes,MAAT2PART/nt,http://www.bicyclebuys.com/productimages/MAAT2PART.jpg,899.99,900,Marin,,,Free Shipping On Orders Over $150.00,Yes,New,,"Marin Alpine Trail's big wheels equal big speed. Every Marin 29er is designed to elevate your ride. Combining Marin's proprietary 29er geometry with the inherent qualities of larger 29 wheels, every bike offers a stable ride that rolls over roots, rails "
MAMU20PK,"Marin Muir Beach 20 Girl's Pink","Marin Muir Beach has the same classic lines and striking finishes as our adult cruisers; just scaled down! Aluminum frames and coaster brakes make riding a breeze.","Bicycles > Children's Bikes- 16-24",MAMU20PK/nt,http://www.bicyclebuys.com/productimages/MAMU20PK.jpg,189.99,269.99,Marin,BK-1094013G-1RW,841323004043,Free Shipping On Orders Over $150.00,Yes,New,,"Marin Muir Beach has the same classic lines and striking finishes as our adult cruisers; just scaled down! Aluminum frames and coaster brakes make riding a breeze."
0720787PART,Bellwether Shield Glove,"Bellwether Shield Glove has all the Wind blocking materials you need to keep you nice and toasty on your ride. Padded palm for increased comfort and Silcon impregnated palm improves grip in wet conditions. Large terrycloth thumb wipe to clean your glasses",Bicycles > Cycling Gloves,0720787PART/nt,http://www.bicyclebuys.com/productimages/0720787PART.jpg,34.99,40,Bellwether,91535,,Free Shipping On Orders Over $150.00,Yes,New,,"Bellwether Shield Glove has all the Wind blocking materials you need to keep you nice and toasty on your ride. Padded palm for increased comfort and Silcon impregnated palm improves grip in wet conditions. Large terrycloth thumb wipe to clean your glasses"
0720799PART,Bellwether Climate Control Fleece Glove,"Bellwether Climate Control Fleece Glove is a  lightweight versatile winter glove with a fleece interior for added warmth. Padded palm for increased comfort and silicon accents for improved grip. Large terrycloth thumb and forefinger area and a longer cuff",Bicycles > Cycling Gloves,0720799PART/nt,http://www.bicyclebuys.com/productimages/0720799PART.jpg,19.99,25,Bellwether,91539,,Free Shipping On Orders Over $150.00,Yes,New,,"Bellwether Climate Control Fleece Glove is a  lightweight versatile winter glove with a fleece interior for added warmth. Padded palm for increased comfort and silicon accents for improved grip. Large terrycloth thumb and forefinger area and a longer cuff"
0119808,Cannondale Airspeed Plus Mini Pump,"Cannondale Airspeed Plus Pump is a Hi-speed, low-drag frame pump. •Super simple Thread on Presta- and Schrader-compatible head requires no disassembly. Retractable hose for ease of use and an All aluminum barrel. Fully re-buildable internals and head.",Bicycles > Frame Pumps,0119808/nt,http://www.bicyclebuys.com/productimages/0119808.jpg,32.99,40,Cannondale,2MP03/BLK,884603412190,Free Shipping On Orders Over $150.00,Yes,New,,"Cannondale Airspeed Plus Pump is a Hi-speed, low-drag frame pump. •Super simple Thread on Presta- and Schrader-compatible head requires no disassembly. Retractable hose for ease of use and an All aluminum barrel. Fully re-buildable internals and head."
0601502,Continental Easy Tape 18mm Rim Strip,"Continental Easy Tape 18mm Rim Strip is used to protect the inner tube from spoke/nipple heads on the rim.  Use with high-performance rims.  Easy-to-mount flexible nylon is rated for up to 15 bar / 218 psi tires won't blow the tube up because of spoke hol",Bicycles > Tubes,0601502/nt,http://www.bicyclebuys.com/productimages/0601502.jpg,9.99,11,Continental,0195013,4019238445152,Free Shipping On Orders Over $150.00,Yes,New,,"Continental Easy Tape 18mm Rim Strip is used to protect the inner tube from spoke/nipple heads on the rim.  Use with high-performance rims.  Easy-to-mount flexible nylon is rated for up to 15 bar / 218 psi tires won't blow the tube up because of spoke hol"
0402061PART,Crank Brothers Mallet 1 Pedals,"Crank Brothers Mallet 1Clipless Pedals are for offroad, downhill as well as recreational riding.  Lightweight and yet strong.  Easy entry and exit with the simple spring design.",Bicycles > Mountain Clipless Pedals,0402061PART/nt,http://www.bicyclebuys.com/productimages/0402061PART.jpg,44.99,60,Crank Brothers,,,Free Shipping On Orders Over $150.00,Yes,New,,"Crank Brothers Mallet 1Clipless Pedals are for offroad, downhill as well as recreational riding.  Lightweight and yet strong.  Easy entry and exit with the simple spring design."
0151063,Crank Brothers Caption Saddle Bag,"Crank Brothers Caption Saddle Bag has a molded shell design.  Maintains it's shape and protects from crushing internal items.  Water ressistant thru-out. Has safety reflective tape.",Bicycles > Seat Bags,0151063/nt,http://www.bicyclebuys.com/productimages/0151063.jpg,22.99,30,Crank Brothers,13691,641300136916,Free Shipping On Orders Over $150.00,Yes,New,,"Crank Brothers Caption Saddle Bag has a molded shell design.  Maintains it's shape and protects from crushing internal items.  Water ressistant thru-out. Has safety reflective tape."
0509341PART,"Easton EC90 XC 26 Carbon  Wheelset","The all-new Easton EC90 XC are the lightest UST compatible wheelset on dirt. These wheelset takes the durability of the EA90 XC wheels and drops half a pound of rotating weight. Super-light at 1285 grams, no other competitors come within 200 grams in UST ",Bicycles > Mountain Wheels,0509341PART/nt,http://www.bicyclebuys.com/productimages/0509341PART.jpg,2499.95,2500,Easton,,,Free Shipping On Orders Over $150.00,Yes,New,,"The all-new Easton EC90 XC are the lightest UST compatible wheelset on dirt. These wheelset takes the durability of the EA90 XC wheels and drops half a pound of rotating weight. Super-light at 1285 grams, no other competitors come within 200 grams in UST "
0790581PART,Louis Garneau Liberty 2 Cycling Short,"Louis Garneau Liberty 2 Cycling Short are extremely durable and comfortable for either trail riding or touring. It comes with an internal short that has a  chamois.  Providing the performance of a road short with the look and resistance of a trail short. ",Bicycles > Cycle Shorts,0790581PART/nt,http://www.bicyclebuys.com/productimages/0790581PART.jpg,59.99,70,Louis Garneau,1054095,,Free Shipping On Orders Over $150.00,Yes,New,,"Louis Garneau Liberty 2 Cycling Short are extremely durable and comfortable for either trail riding or touring. It comes with an internal short that has a  chamois.  Providing the performance of a road short with the look and resistance of a trail short. "
0509342PART,"Easton EC90 XC 29 Carbon Wheelset","The all-new Easton EC90 XC are the lightest UST compatible wheelset on dirt. These wheelset takes the durability of the EA90 XC wheels and drops half a pound of rotating weight. Super-light at 1285 grams, no other competitors come within 200 grams in UST ",Bicycles > Mountain Wheels,0509342PART/nt,http://www.bicyclebuys.com/productimages/0509342PART.jpg,2599.95,2600,Easton,,,Free Shipping On Orders Over $150.00,Yes,New,,"The all-new Easton EC90 XC are the lightest UST compatible wheelset on dirt. These wheelset takes the durability of the EA90 XC wheels and drops half a pound of rotating weight. Super-light at 1285 grams, no other competitors come within 200 grams in UST "
0790582PART,Louis Garneau Cyclo Jr Baggy Short,"The Louis Garneau Cyclo Jr Baggy Shorts have a sewn-in mesh innershort. Back pockets with zip and reflective logos. It is elastic  with an adjustable drawstring at waist.  All sizes are Junior sizing for youths.",Bicycles > Cycle Shorts,0790582PART/nt,http://www.bicyclebuys.com/productimages/0790582PART.jpg,39.99,45,Louis Garneau,1054097,,Free Shipping On Orders Over $150.00,Yes,New,,"The Louis Garneau Cyclo Jr Baggy Shorts have a sewn-in mesh innershort. Back pockets with zip and reflective logos. It is elastic  with an adjustable drawstring at waist.  All sizes are Junior sizing for youths."
0509343PART,"Easton EA70 XCT 26 UST Wheelset","The EA70 XCT wheels takes some of the best features of the expensive  Easton tubeless mountain wheels. These features include welded Easton aluminum rims, butted spokes, 19mm internal rim width, and sealed cartridge bearings, all at an impressive value. E",Bicycles > Mountain Wheels,0509343PART/nt,http://www.bicyclebuys.com/productimages/0509343PART.jpg,599.99,725,Easton,,,Free Shipping On Orders Over $150.00,Yes,New,,"The EA70 XCT wheels takes some of the best features of the expensive  Easton tubeless mountain wheels. These features include welded Easton aluminum rims, butted spokes, 19mm internal rim width, and sealed cartridge bearings, all at an impressive value. E"
LGOLPART,Louis Garneau Olympus Cycling Helmet,"The Louis Garneau Olympus is a versatile cycling helmet that can be used for either road, recreational/hybrid or mountain biking.  Comes with a detachable visor, 25 vents,  and a rack and pinion mechanism that allows the ring of the helmet to tighten on t",Bicycles > Sport Helmets,LGOLPART/nt,http://www.bicyclebuys.com/productimages/LGOLPART.jpg,34.99,40,Louis Garneau,1405949,,Free Shipping On Orders Over $150.00,Yes,New,,"The Louis Garneau Olympus is a versatile cycling helmet that can be used for either road, recreational/hybrid or mountain biking.  Comes with a detachable visor, 25 vents,  and a rack and pinion mechanism that allows the ring of the helmet to tighten on t"
LGDRPART,Louis Garneau Drift Jr Cycling Helmet,"Louis Garneau Drift Jr Cycling Helmet is for youths.  It offers the protection parents look for with the style kids beg for.  Meets Consumer Product Safety Commission standards for safety.  A Frame ring ensures helmet’s integrity on impact.  Spiderlock So",Bicycles > Kids / Youth Helmets,LGDRPART/nt,http://www.bicyclebuys.com/productimages/LGDRPART.jpg,34.99,40,Louis Garneau,1405946,,Free Shipping On Orders Over $150.00,Yes,New,,"Louis Garneau Drift Jr Cycling Helmet is for youths.  It offers the protection parents look for with the style kids beg for.  Meets Consumer Product Safety Commission standards for safety.  A Frame ring ensures helmet’s integrity on impact.  Spiderlock So"
DBMVI16R2,"DiamondBack Mini Viper 16 Red","DiamondBack Mini Viper 16 Red. BMX bikes aren't just for big kids anymore. The Diamondback Mini Viper is the perfect way to get your little one on the road (albeit dirt) to BMX glory. And, just in case your tyke needs some help staying upright, the Mini ","Bicycles > Children's Bikes- 16-24",DBMVI16R2/nt,http://www.bicyclebuys.com/productimages/DBMVI16R2.jpg,139.99,155,Diamond Back,02-12-1033,791964390084,Free Shipping On Orders Over $150.00,Yes,New,,"DiamondBack Mini Viper 16 Red. BMX bikes aren't just for big kids anymore. The Diamondback Mini Viper is the perfect way to get your little one on the road (albeit dirt) to BMX glory. And, just in case your tyke needs some help staying upright, the Mini "
0900984PART,Zipp SL Speed Seatpost,"Zipp SL Speed Seatpost. Components with a high range of adjustability shouldn't have to weigh you down.  The all-new SLSpeed Seatpost extends Zipp's fit-first philosophy into the realm of carbon fiber.  Like the alloy Service Course seatposts, the SLSpeed",Bicycles > Seatposts,0900984PART/nt,http://www.bicyclebuys.com/productimages/0900984PART.jpg,289.99,295,Zipp,,,Free Shipping On Orders Over $150.00,Yes,New,,"Zipp SL Speed Seatpost. Components with a high range of adjustability shouldn't have to weigh you down.  The all-new SLSpeed Seatpost extends Zipp's fit-first philosophy into the realm of carbon fiber.  Like the alloy Service Course seatposts, the SLSpeed"
0700078PART,Cannondale Slice Bib Tight w/ Chamois,"Cannondale Slice Bib Tight w/ Chamois has a combination of fabrics with Arctic Barrier panels for weather protection and Arctic for breathability. 7 inch / 18 cm zipper at ankles make donning these tights a breeze and an interior mesh card/key pocket allo",Bicycles > Bib Tights,0700078PART/nt,http://www.bicyclebuys.com/productimages/0700078PART.jpg,129.99,150,Cannondale,0M245,,Free Shipping On Orders Over $150.00,Yes,New,,"Cannondale Slice Bib Tight w/ Chamois has a combination of fabrics with Arctic Barrier panels for weather protection and Arctic for breathability. 7 inch / 18 cm zipper at ankles make donning these tights a breeze and an interior mesh card/key pocket allo"
1000001,Shimano Tourney RevoShift SL-RS43 Twist Shifter 7 Speed Set,"Shimano Tourney RevoShift SL-RS43 Twist Shifter 7 Speed Set is perfect for replacing your old 7 speed shifter set. Dual indexed and easy to use, the RevoShift is compatible with any 7-speed shimano driveline.",Bicycles > Mountain Shifters,1000001/nt,http://www.bicyclebuys.com/productimages/1000001.jpg,24.99,34.99,Shimano,SL-RS43,689228088511,Free Shipping On Orders Over $150.00,Yes,New,,"Shimano Tourney RevoShift SL-RS43 Twist Shifter 7 Speed Set is perfect for replacing your old 7 speed shifter set. Dual indexed and easy to use, the RevoShift is compatible with any 7-speed shimano driveline."
1000002,Shimano Tourney RevoShift SL-RS43 Twist Shifter 8 Speed Set,"Shimano Tourney RevoShift SL-RS41 Twist Shifter 8 Speed Set is a direct replacement for most 8 speed twist-style shifting systems. RevoShift are dual indexed and have an easy-to-read gear indicator. Very simple to operate, install them on your child's bik",Bicycles > Mountain Shifters,1000002/nt,http://www.bicyclebuys.com/productimages/1000002.jpg,24.99,30,Shimano,SL-RS43-8,689228088153,Free Shipping On Orders Over $150.00,Yes,New,,"Shimano Tourney RevoShift SL-RS41 Twist Shifter 8 Speed Set is a direct replacement for most 8 speed twist-style shifting systems. RevoShift are dual indexed and have an easy-to-read gear indicator. Very simple to operate, install them on your child's bik"
0790256PART,Louis Garneau MTB Equipe Jersey '12,"Louis Garneau MTB Equipe Jersey '12 is perfectly crafted to fit the off-road rider and his unique biogeometry. Looser fit and extremely well-ventilated, the MTB Equipe Jersey",Bicycles > Jerseys,0790256PART/nt,http://www.bicyclebuys.com/productimages/0790256PART.jpg,79.99,90,Louis Garneau,2820543,,Free Shipping On Orders Over $150.00,Yes,New,,"Louis Garneau MTB Equipe Jersey '12 is perfectly crafted to fit the off-road rider and his unique biogeometry. Looser fit and extremely well-ventilated, the MTB Equipe Jersey"
1000003,Shimano Tourney RevoShift SL-RS41 Twist Shifter 3x6 Speed Set,"Shimano Tourney SL-RS41 Grip Shifters.  Fix up that old department store special, or make shifting easier than the trigger shifters from the hand-me-down.",Bicycles > Mountain Shifters,1000003/nt,http://www.bicyclebuys.com/productimages/1000003.jpg,19.99,30,Shimano,SL-RS41-6,689228043237,Free Shipping On Orders Over $150.00,Yes,New,,"Shimano Tourney SL-RS41 Grip Shifters.  Fix up that old department store special, or make shifting easier than the trigger shifters from the hand-me-down."
0147047,NiteRider MiNewt 600 Cordless Rechargeable Headlight,"NiteRider MiNewt 600 Cordless Rechargeable Headlight has everything a one piece, modular bike light should. This compact light features best in class lumens per dollar spent ratio, tool-less 'handcuff' quick release mounting and 600 lumens of light output",Bicycles > Head Lights,0147047/nt,http://www.bicyclebuys.com/productimages/0147047.jpg,129.99,150,Niterider,6569,702699065697,Free Shipping On Orders Over $150.00,Yes,New,,"NiteRider MiNewt 600 Cordless Rechargeable Headlight has everything a one piece, modular bike light should. This compact light features best in class lumens per dollar spent ratio, tool-less 'handcuff' quick release mounting and 600 lumens of light output"
0114603,Cannondale EVO Carbon Bottle Cage,"Cannondale EVO Carbon Bottle Cage supplements the introduction of the new Cannondale EVO Frameset. At 20 grams, this cage is one of the lightest available today. Excellent bottle retntion system and stylish aerodynamic profile make this one cage to have.",Bicycles > Bottle Cages,0114603/nt,http://www.bicyclebuys.com/productimages/0114603.jpg,44.99,45,Cannondale,2WC01,884603412213,Free Shipping On Orders Over $150.00,Yes,New,,"Cannondale EVO Carbon Bottle Cage supplements the introduction of the new Cannondale EVO Frameset. At 20 grams, this cage is one of the lightest available today. Excellent bottle retntion system and stylish aerodynamic profile make this one cage to have."
1730024,Crank Brothers Pixl Multi Tool,"Crank Brothers Pixl Multi Tool. Stylish, innovative and very compact, the Pixl features two-position indexing at 45 and 90 degrees for the ultimate ease of use. 12 tools snap positively into place. Wrapped into one tiny little package, the Pixl features 2",Bicycles > Multi Tools,1730024/nt,http://www.bicyclebuys.com/productimages/1730024.jpg,49.99,60,Crank Brothers,13341,641300100410,Free Shipping On Orders Over $150.00,Yes,New,,"Crank Brothers Pixl Multi Tool. Stylish, innovative and very compact, the Pixl features two-position indexing at 45 and 90 degrees for the ultimate ease of use. 12 tools snap positively into place. Wrapped into one tiny little package, the Pixl features 2"
