code	name	description	price	product-url	merchant-site-category	image-url	manufacturer	classification	condition	size	color	SalePrice	MSRP	in-stock	availability	promo-text	shipping-price
BEFRA9PART	Bell Fraction Youth Helmet '09	Now the little radster can finally hang with the big kids! The new Fraction brings the same skate-style cool of its older brother to the pint-sized set. Just like the big Faction, it's dual certified for skate and bike use, and features the same tough ABS	39.990000000000002	http://www.bicyclebuys.com/helmets/HelmetKids/BEFRA9PART	Bicycles > Helmets > Kids / Youth Helmets	http://www.bicyclebuys.com/productimages/BEFRA9PART.jpg	Bell	new	new			39.99	40	y	1,2	Free Shipping	0.00
1729911PART	Kryptonite New York Legend Chain	Kryptonite New York Legend Chain is the beefiest and strongest lock that Kryptonite makes.  From 3T tempered steel chain links to a 16MM hardened Shackle on the lock.  This is extreme protection.  3 foot chain lock weighs 10 pounds and the 5 foot 16 pound	119.98999999999999	http://www.bicyclebuys.com/locks/ChainLock/1729911PART	Bicycles > Locks > Chain Locks	http://www.bicyclebuys.com/productimages/1729911PART.jpg	Kryptonite	new	new			119.99	170	y	1,2		
0100047	Profile Design Razor Bottle System	Profile Design Razor Bottle System is the thinnest most aerodynamic bottle we've seen in a long time. Comes with specifically shaped carbon cage and razor thin bottle.	49.990000000000002	http://www.bicyclebuys.com/hydration/WaterBottles/0100047	Bicycles > Hydration > Water Bottles	http://www.bicyclebuys.com/productimages/0100047.jpg	Profile Designs	new	new			49.99	65	y	1,2		
0414467	Shimano PD-A520 SPD Pedals	Shimano® PD-A520 Sport SPD pedal is an excellent entry pedal for the sport road cyclist.  Larger platform with a polished alloy finish.  Sport touring or Mountain shoes can be used with the SPD cleat system. A low-maintenance, sealed cartridge axle unit p	64.989999999999995	http://www.bicyclebuys.com/pedals/PedalsMTB/0414467	Bicycles > Clipless Pedals > Mountain Clipless Pedals	http://www.bicyclebuys.com/productimages/0414467.jpg	Shimano	new	new			64.99	90	y	1,2		
07850011PART	Giro Monaco Glove	The Giro Monaco Glove is the most full-featured glove in the Giro line. Designed for high-perfomance and high-mileage riders, the Monaco delivers an exceptional combination of pressure distrubution, ventilation, and fit.	41.990000000000002	http://www.bicyclebuys.com/clothing/Gloves/07850011PART	Bicycles > Gloves > Cycling Gloves	http://www.bicyclebuys.com/productimages/07850011PART.jpg	Giro	new	new			41.99	42	y	1,2		
1599964	Shimano XT FC-M770 Bottom Bracket	Shimano Bottom Brackets.   English thread.	44.990000000000002	http://www.bicyclebuys.com/drivetrain/BBBrackets/1599964	Bicycles > Bottom Brackets > Bottom Brackets	http://www.bicyclebuys.com/productimages/1599964.jpg	Shimano	new	new			44.99	60	y	1,2		
0750118PART	Pace Cycling Cap	Lightweight Cotton Twill3 Panel Dome with a Flip Up VisorKoolFit® Elastic SweatbandSize: One Size Fits All	10.99	http://www.bicyclebuys.com/clothing/Hats/0750118PART	Bicycles > Hats > Cycle Hats/Caps	http://www.bicyclebuys.com/productimages/PACECYCA.jpg	Pace Clothing	new	new			10.99	0	y	1,2		
1729873	Kryptonite Kryptolok Series 2 LS (Long Shackle) w/ Bracket	Kryptonite Kryptolock Series 2, 4" X 11.5" (10.2 cm X 29.2 cm) . 2.4 lb. (1.09 kg) .Longer shackle allows easier lock-up and two bike lock-up . 1/2" (13mm) hardened high-grade carbon alloy steel shackle resists hand tools .Center key location fights off l	32.990000000000002	http://www.bicyclebuys.com/locks/U-Locks/1729873	Bicycles > Locks > U-Locks	http://www.bicyclebuys.com/productimages/1729873.gif	Kryptonite	new	new			32.99	40	y	1,2		
0100181	Blackburn Tech Fluid Trainer	Blackburn Tech Fluid Trainer Hard workouts require a hard working trainer, with resistance and frame quality to match. The Tech Fluid provides this and more for hundreds less than the competition.	269.99000000000001	http://www.bicyclebuys.com/indoortrainers/indoortrainers/0100181	Bicycles > Indoor Trainers > Indoor Trainers	http://www.bicyclebuys.com/productimages/0100181.jpg	Blackburn	new	new			269.99	270	y	1,2	Free Shipping	0.00
03Y1599905	Shimano HG 50 Chain 6/7/8 Speed	This is an excellent replacement chain for any 6/7/8 speed(rear) bicycle.  Shimano quality at an affordable price.	19.989999999999998	http://www.bicyclebuys.com/drivetrain/Chains/03Y1599905	Bicycles > Chains > Chains	http://www.bicyclebuys.com/productimages/1599905.jpg	Shimano	new	new			19.99	23	y	1,2		
SHWF21PART	Shimano SH-WF21 Women's Cycling/Spin Shoes	Shimano SH-WF21 Spin Cycling Shoes. Mesh-Ventilated everywhere to keep your feet cool, even without socks.  Anti-bacterial innersole to reduce smell.  Strategically placed reinforcements on the sole give the sole strength where you need it without comprim	69.989999999999995	http://www.bicyclebuys.com/shoes/ShoeSpin/SHWF21PART	Bicycles > Shoes > Spinning Shoes	http://www.bicyclebuys.com/productimages/SHWF21PART.jpg	Shimano	new	new			69.99	0	y	1,2		
0508045PART	Easton EA90 Aero Road Racing Wheelset	Easton EA90 Aero Road Racing Wheels are light and rigid.  The R4 hub has sealed Precision Cartridge bearings with Hybrid seals.  Tool free preload adjustment.  New 7050 Alloy cassette hub body can easily be switched to be compatible with a Sram, Shimano o	849.95000000000005	http://www.bicyclebuys.com/wheels/WheelRoad/0508045PART	Bicycles > Road Wheels > Road Wheels	http://www.bicyclebuys.com/productimages/0508045PART.jpg	Easton	new	new			722.4575	850	y	1,2	Free Shipping	0.00
GIE28PART	Giro E2 Mountain Helmet '08	The Giro E2 packs incredible cooling power and top-of-class features into a rugged, compact design made specifically for mountain biking. Whether you're attacking the singletrack or cruising through the great wide open, it's a proven winner.	109.98999999999999	http://www.bicyclebuys.com/helmets/HelmetMTB/GIE28PART	Bicycles > Helmets > Mountain Helmets	http://www.bicyclebuys.com/productimages/GIE28PART.jpg	Giro	new	new			93.4915	130	y	1,2	Discontinued Item 	
SIZEPART	Sidi Zeta Mesh Road Cycling Shoe	Sidi Zeta Mesh Road Cycling Shoe.  A Three velcro strap design for a custom fit.  Synthtic Leather with Mesh provides durability and breathability.  Padded tingue w/fit releivers distributes pressure without bunching up, molded plastic heel cup, replaceab	149.94999999999999	http://www.bicyclebuys.com/shoes/ShoeRoad/SIZEPART	Bicycles > Shoes > Road Shoes	http://www.bicyclebuys.com/productimages/SIZEPART.jpg	SIDI	new	new			149.95	175	y	1,2	Limited Time Free Shipping	0.00
0603163	Vittoria Diamante Pro Lite 700x23 Tire	Vittoria Diamante Pro Lite 700x23 Tire.  Easily belonging to the featherweight category, the Diamante Pro Light still offers top reliability:- a racing tyre weighting just 175g in size 700x23c, ideal for timed climbs, twisty roads and triathlons;- INTEGRA	44.990000000000002	http://www.bicyclebuys.com/tires/TiresRoad/0603163	Bicycles > Road Tires > Road Tires	http://www.bicyclebuys.com/productimages/0603163.jpg	Vittoria	new	new			44.99	55	y	1,2		
0720782PART	Bellwether Strech Aqua-No Booties	Bellwether Strech Aqua-No Booties helps keep your feet dry and warm in the harshest of conditions with Aqua-no bootie. Features multi layered seamsealed construction, combining waterproof performance with breathability.	39.990000000000002	http://www.bicyclebuys.com/clothing/WinterClothing/0720782PART	Bicycles > Winter Clothing Accessories > Winter Clothing / Accessories	http://www.bicyclebuys.com/productimages/0720782PART.jpg	Bellwether	new	new			39.99	50	y	1,2		
0414460-56	Shimano SPD Cleat SM-SH56	Multi-directional release SPD cleat  feature for pedals: PD-M636, PD-M545, PD-M434, PD-M515, PD-M747, PD-A515, PD-M323.	19.989999999999998	http://www.bicyclebuys.com/pedals/PedalsMTB/0414460-56	Bicycles > Clipless Pedals > Mountain Clipless Pedals	http://www.bicyclebuys.com/productimages/0414460-56.jpg	Shimano	new	new			19.99	0	y	1,2		
0486688PART	Look Keo Sprint Clipless Pedal	Look Keo Sprint Clipless Pedal is a pedal for Sport and Competitive riders.  Made of Injection Molded Polyamide Composite. <B>Red/Black on sale for 149.99.</B>	139.99000000000001	http://www.bicyclebuys.com/pedals/PedalsRoad/0486688PART	Bicycles > Clipless Pedals > Road Clipless Pedals	http://www.bicyclebuys.com/productimages/0486688PART.jpg	Look	new	new			139.99	170	y	1,2	Free Shipping	0.00
0603156	Hutchinson Top Speed Puncture Resistant 700x23 Black/Silver Tire	Hutchinson Top Speed Puncture Resistant Tire is the tire for the road is you want to reduce flats.  The fine lateral tread pattern of the TOP SPEED ensures the fast dispersion of water and improved handling on slick surfaces. 4 EXTRUSION technology increa	29.989999999999998	http://www.bicyclebuys.com/tires/TiresRoad/0603156	Bicycles > Road Tires > Road Tires	http://www.bicyclebuys.com/productimages/0603156.jpg	Hutchinson	new	new	700x23c Foldable	Black/Silver	29.99	45	y	1,2	New Low Price 	
1630624	Ergon MR2 Race Grips Bar End	Ergon MR2 Performance Race Grips provide an ergonomically comfortable grip with a bar end built in.  Multiposition Cycling Grips.  The Bar end feature is adjustable to one's hand.  The grip area is designed to reduce fatigue and numbing.	34.990000000000002	http://www.bicyclebuys.com/barsstems/BarEnds/1630624	Bicycles > Bar Ends > Handlebar Bar Ends	http://www.bicyclebuys.com/productimages/1630624.jpg	Ergon	new	new			34.99	50	y	1,2		
1428851	Hayes Disc Brake Pad Kit (MX2/GX2)	Hayes Disc Brake Pads. Works with Hayes MX2, MX3, MX4, and Sole brakes. These pads are semi-metallic for quieter braking, better modulation, and high level of braking power.	14.99	http://www.bicyclebuys.com/bikeparts/BrakesDisc/1428851	Bicycles > Brakes-Disc > Disc Brakes	http://www.bicyclebuys.com/productimages/1428851.jpg	Hayes	new	new			14.99	20	y	1,2		
0740429PART	Pearl Izumi P.R.O./Vertex Microsensor Bib Short	Pearl Izumi Vertex Microsensor Bib Short. The short that revolutionized the short industry gets a design update. Ergonomically placed seams and Pearl Izumi’s world renowned MicroSensor® fabric make you look great and keep you dry and comfortable no matter	129.99000000000001	http://www.bicyclebuys.com/clothing/BibShorts/0740429PART	Bicycles > Bib (short & tight) > Bibs (short & tight)	http://www.bicyclebuys.com/productimages/0740429PART.jpg	Pearl Izumi	new	new			129.99	150	y	1,2		
0603155Y	Hutchinson Top Speed Puncture Resistant 700x23 Black/Yellow Tire	Hutchinson Top Speed Puncture Resistant Tire is the tire for the road is you want to reduce flats.  The fine lateral tread pattern of the TOP SPEED ensures the fast dispersion of water and improved handling on slick surfaces. 4 EXTRUSION technology increa	29.989999999999998	http://www.bicyclebuys.com/tires/TiresRoad/0603155Y	Bicycles > Road Tires > Road Tires	http://www.bicyclebuys.com/productimages/0603155Y.jpg	Hutchinson	new	new	700x23c Foldable	Black/Yellow	29.99	45	y	1,2		
GIME27PART	Giro Me 2 Infant Helmet Universal Size	The Me 2 is the perfect first helmet.  The adjustable fit system allows the helmet to grow with your child.  The built in visor protects them from the sun and rain.  6 vents helps keep their heads cool.  Has a buckle that avoids pinching soft skin.Weight 	29.989999999999998	http://www.bicyclebuys.com/helmets/HelmetKids/GIME27PART	Bicycles > Helmets > Kids / Youth Helmets	http://www.bicyclebuys.com/productimages/GIME27PART.jpg	Giro	new	new			25.4915	30	y	1,2		
BEME7PART	Bell Metro (Metropolis) Helmet '07	The Bell Metropolis helmet was designed with the commuter in mind.  Comes with Bells’ Fusion In-mold  Microshell, Softshell bottom wrap.  GPS fit system, VistaLite strap. Channeled ventilation. Blade visor, Cam-Lock levers. Weight 11.3oz/422g Vents 16	64.989999999999995	http://www.bicyclebuys.com/helmets/HelmetSport/BEME7PART	Bicycles > Helmets > Sport Helmets	http://www.bicyclebuys.com/productimages/BEME7PART.jpg	Bell	new	new			64.99	75	y	1,2	Discontinued Item 	
BESWR7PART	Bell Sweep R (Road) Helmet '07	Bell Sweep R Road Helmet is a masterpiece of design and function with 20 functional vents that keep your head cool and a style that keeps you cool. The legendary GPS Fit System keeps the helmet secure while remaining incredible comfortable. In-mold constr	99.989999999999995	http://www.bicyclebuys.com/helmets/HelmetRoad/BESWR7PART	Bicycles > Helmets > Road Helmets	http://www.bicyclebuys.com/productimages/BESWR7PART.jpg	Bell	new	new			99.99	135	y	1,2	Discontinued Item Free Shipping	0.00
SHR131SPART	Shimano R131S Road Shoe	Shimano R131 Road Shoe is a Expert Level Performance shoe.  Two velcro with an additional Ratchet Buckle sytem for a custom tight fit.	129.99000000000001	http://www.bicyclebuys.com/shoes/ShoeRoad/SHR131SPART	Bicycles > Shoes > Road Shoes	http://www.bicyclebuys.com/productimages/SHR131SPART.jpg	Shimano	new	new			129.99	150	y	1,2	Free Shipping	0.00
0603171-Y	Michelin Krylion Carbon 700x23C Black/Yellow Strip Tire	The Michelin Krylion Carbon is the ideal training tire, featuring a smooth ride, low rolling resistance and high performance. The Krylion Carbon lets you pile on the kilometers without worry. Its carcass incorporates no less than four protective barriers,	39.990000000000002	http://www.bicyclebuys.com/tires/TiresRoad/0603171-Y	Bicycles > Road Tires > Road Tires	http://www.bicyclebuys.com/productimages/0603171.jpg	Michelin	new	new	700x23c	Black/Yellow	39.99	50	y	1,2		
SHTR50PART	Shimano TR-50 Triathalon Cycling Shoe	The Shimano TR-50 Tri shoe is the latest version in technology for the sport.  Carbon Fiber sole (compatible with the 3 hole Look cleat).  Single large Velcro strap for easy and quick entry  and exit.  New reinforced toe eliminates power loss.	159.94999999999999	http://www.bicyclebuys.com/shoes/ShoeRoad/SHTR50PART	Bicycles > Shoes > Road Shoes	http://www.bicyclebuys.com/productimages/SHTR50PART.jpg	Shimano	new	new			159.95	190	y	1,2		
0402060PART	Crank Brothers Smarty Clipless Pedals	Crank Brothers Smarty Clipless Pedals.   Easy entry and exit.  Ideal for Mountain, Spin or road cycling.  Lightweight and clean look.	44.990000000000002	http://www.bicyclebuys.com/pedals/PedalsMTB/0402060PART	Bicycles > Clipless Pedals > Mountain Clipless Pedals	http://www.bicyclebuys.com/productimages/0402060PART.jpg	Crank Brothers	new	new			44.99	60	y	1,2		
1599947	Sram PC-1090 10sp Hollow Pin Chain	SRAM PC 1090 10-Speed Chain with Hollow Pin Riveting process and PowerLock™ Connecting Link. Provides a smooth, precise shifting and weight savings without sacrificing strength. Compatible with standard 10-Speed Systems. 5.9mm thick chain with easy to use	49.990000000000002	http://www.bicyclebuys.com/drivetrain/Chains/1599947	Bicycles > Chains > Chains	http://www.bicyclebuys.com/productimages/1599947.jpg	Sram	new	new			49.99	60	y	1,2		
1799969	Topeak Flash Stand Slim (TW011)	For the enthusiast who wants to stand or display their prized road bike without a conventional kickstand.Constructed of aluminum and engineering-grade polymer for strength and lightweight, FlashStand™ Slim unfolds to slip over any Shimano® Dura Ace, Ulteg	24.989999999999998	http://www.bicyclebuys.com/maintenance/RepairStands/1799969	Bicycles > Storage Systems > Bicycle Repair Stands	http://www.bicyclebuys.com/productimages/1799969.jpg	Topeak	new	new			24.99	30	y	1,2		
0780004	Giro RocLoc 4	The Roc Loc is Giro's patented helmet fit and stabilizing system. The Roc Loc hugs the back of your head and reduces the tendency of your helmet to shift forwards or backwards. Unlike most systems, the Roc Loc design provides adjustable tension that is in	19.989999999999998	http://www.bicyclebuys.com/helmets/HelmetMTB/0780004	Bicycles > Helmets > Mountain Helmets	http://www.bicyclebuys.com/productimages/0780004.jpg	Giro	new	new	Universal Size	Grey	16.9915	25	y	1,2		
SHR132LPART	Shimano SH-R132L Road Shoe	Shimano SH-R132L Road Shoe. This beautiful pair of shoes not only looks good, but it comes equipped with a carbon fiber composite sole, 2 velcro straps and a buckle, and an advanced stretch resistant synthetic leather upper. This shoe guarantees durabilit	154.99000000000001	http://www.bicyclebuys.com/shoes/ShoeRoad/SHR132LPART	Bicycles > Shoes > Road Shoes	http://www.bicyclebuys.com/productimages/SHR132LPART.jpg	Shimano	new	new			154.99	170	y	1,2		
1736422	White Lightning Clean Ride 8 oz Lube	White Lightning's Clean Ride™ is Cycling's Only Self-Cleaning LubricantClean Ride literally sheds dirt & grime while you ride, keeping your bike running smoothly. Clean Ride sets up as a dry wax film. There is no oily film to attract abrasive contaminants	10.99	http://www.bicyclebuys.com/maintenance/Lubes/1736422	Bicycles > Lubrication > Lubricants	http://www.bicyclebuys.com/productimages/1736422.jpg	White Lightning	new	new			10.99	15	y	1,2		
0508050	Yeti Rear Derailleur Hanger/Dropout	Yeti Rear Derailleur Hanger/Dropout.  Used on every Yeti frame built after 2003.  Comes with 2 bolts.	19.989999999999998	http://www.bicyclebuys.com/drivetrain/DeraillRear/0508050	Bicycles > Rear Derailleur > Rear Derailleur	http://www.bicyclebuys.com/productimages/0508050.jpg	Yeti Cycles	new	new			19.99	25	y	1,2		
0900211PART	Topeak Allay Racing 1.1 Saddle	Topeak Allay Racing 1.1 Saddle. Allay Saddles incorporate the patented AirSpan™ system featuring a Compression-Free Zone at the center of the saddle with a comfort air cushion to evenly disperse pressure away from the perineum. This allows greater blood f	69.950000000000003	http://www.bicyclebuys.com/seats/SeatRoad/0900211PART	Bicycles > Seats > Road Seats	http://www.bicyclebuys.com/productimages/0900211PART.jpg	Topeak	new	new			69.95	130	y	1,2	Limited Time 	
0790269PART	Sugoi Gustov Baggy Short	The Sugoi Gustov Short merges pro-quality fit and mobility in off-road design. Made of Pilot and Mobil Mesh, the shorts feature the ultimate combination of off-road performance and street savvy wearbility. The Gustov Short comes with an RC Pro Chamois.	109.98999999999999	http://www.bicyclebuys.com/clothing/Shorts/0790269PART	Bicycles > Shorts > Cycle Shorts	http://www.bicyclebuys.com/productimages/0790269PART.jpg	Sugoi	new	new			109.99	125	y	1,2		
0930634	Avenir Plush (Venture) Large Comfort Saddle	This comfort saddle includes:^Soft Foam Top^^Rear Coil Springs absorb road shock^^Stretch Vinyl cover is softer and more durable than Lycra^l	24.989999999999998	http://www.bicyclebuys.com/seats/SeatComfort/0930634	Bicycles > Seats > Comfort / Cruiser Seats	http://www.bicyclebuys.com/productimages/1630634.jpg	Avenir	new	new			24.99	40	y	1,2		
BEFA7PART	Bell Faction Helmet '07	The Bell Faction sets standard in Bike/Skate-inspired helmets with superior style, fit and comfort.  The favorite of BMX'ers.  Certified safe by CPSC and ASTM 1492	29.989999999999998	http://www.bicyclebuys.com/helmets/HelmetBMX/BEFA7PART	Bicycles > Helmets > BMX Helmets	http://www.bicyclebuys.com/productimages/BEFA7PART.jpg	Bell	new	new			29.99	35	y	1,2	Discontinued Item 	
LGMOXT7PART	Louis Garneau Montana XT Mountain Shoe	Louis Garneau Mountain shoe featuring improved micro adjustment ratchet and the ErgoGrip high-density reinforced outsole for maximum grip.  The Montan XT provides a custom snug fit with the 2 velcro and single ratchet system.  Ergo ventilation provides a 	109.98999999999999	http://www.bicyclebuys.com/shoes/ShoeMTB/LGMOXT7PART	Bicycles > Shoes > Mountain Shoes	http://www.bicyclebuys.com/productimages/LGMOXT7PART.jpg	Louis Garneau	new	new			109.99	130	y	1,2		
0760057PART	Cannondale Simple Sock	Cannondale Simple sock is made of a thin comfortable moisture wicking Tactel/Spandex material blend. Traditional height and style.Built in arch support and reinforced toe and heel for durability.	11.99	http://www.bicyclebuys.com/clothing/Socks/0760057PART	Bicycles > Socks > Cycling Socks	http://www.bicyclebuys.com/productimages/0760057PART.jpg	Cannondale	new	new			11.99	10	y	1,2		
0509412PART	Campagnolo Scirocco Road Wheels (Silver)	Campagnolo Scirocco Road Wheels (Silver).  The Scirocco™ wheels have not only been given a new look but are also a full 96 g lighter. The aluminium rims feature a 24-mm profile extrusion. Radial spoking has been used for the front wheel and 9x3 G3™ spokin	349.94999999999999	http://www.bicyclebuys.com/wheels/WheelRoad/0509412PART	Bicycles > Road Wheels > Road Wheels	http://www.bicyclebuys.com/productimages/0509412PART.jpg	Campagnolo	new	new			349.95	450	y	1,2		
0799019	Qoleum Medium Embrocation 200 ml	Qoleum Embrocation. Made from 100% natural vegan base for pre sports levels of warming applications. Contains capsicum, menthol, eucalyptus and vitamin E. Low for mild, Medium for cold and wet, Hot for very cold and wet conditions.	14.99	http://www.bicyclebuys.com/clothing/BodyLotions/0799019	Bicycles > Body Lotions > Body Lotions	http://www.bicyclebuys.com/productimages/0799019.jpg	Paceline	new	new			14.99	16	y	1,2		
0900975-TI	FSA SLK Carbon Saddle w/Tubular Titanium Rails	FSA SLK Carbon Saddle w/Tubular Titanium Rails is a lightweight race seat with a Carbon fiber reinforced Nylon shell.	59.990000000000002	http://www.bicyclebuys.com/seats/SeatRoad/0900975-TI	Bicycles > Seats > Road Seats	http://www.bicyclebuys.com/productimages/0900975.jpg	FSA	new	new			59.99	100	y	1,2	New Low Price 	
0900258	Selle Italia SLR XC Gel Flow Saddle	Selle Italia SLR XC Gel Flow Saddle can be used for Road, OffRoad and Freeride riding.  Extremely light and durable.  The cutout design provides additional comfort in sensitive areas.  Kevlar sides avoid ripping in the event the saddle hits the ground.	109.98999999999999	http://www.bicyclebuys.com/seats/SeatRoad/0900258	Bicycles > Seats > Road Seats	http://www.bicyclebuys.com/productimages/0900258.jpg	Selle Italia	new	new			109.99	165	y	1,2		
BESWXC8PART	Bell Sweep XC Helmet	Bell Sweep XC Mountain Helmet features VPV Adjustable Visor, Fusion in-mold shell, in-mold bottom wrap, clear GPS fot system, internal reinforcement, channeled ventilation, cam lock Free shipping.	109.98999999999999	http://www.bicyclebuys.com/helmets/HelmetMTB/BESWXC8PART	Bicycles > Helmets > Mountain Helmets	http://www.bicyclebuys.com/productimages/BESWXC8PART.jpg	Bell	new	new			109.99	145	y	1,2	Discontinued Item Free Shipping	0.00
BEFA8PART	Bell Faction Helmet '08	The Bell Faction sets standard in Bike/Skate-inspired helmets with superior style, fit and comfort.  The favorite of BMX'ers.  Certified safe by CPSC and ASTM 1492	29.989999999999998	http://www.bicyclebuys.com/helmets/HelmetBMX/BEFA8PART	Bicycles > Helmets > BMX Helmets	http://www.bicyclebuys.com/productimages/BEFA8PART.jpg	Bell	new	new			29.99	35	y	1,2	Discontinued Item 	
GIFL9PART	Giro Flume Youth Helmet '09	Giro Flume. Kids and parents agree - this is the coolest helmet around! With easy-to-adjust features, durable construction and groovy graphics it's no wonder that the Flume is so popular with young riders.	39.990000000000002	http://www.bicyclebuys.com/helmets/HelmetKids/GIFL9PART	Bicycles > Helmets > Kids / Youth Helmets	http://www.bicyclebuys.com/productimages/GIFL9PART.jpg	Giro	new	new			33.9915	40	y	1,2	Free Shipping	0.00
0114503	Blackburn Mars 1.0 Flasher Tailight	The larger Mars 1.0 has four super-bright red LED's, a versatile, no-tools mounting bracket, and a tough outer shell. 150 hour runtime steady mode, 240 hour runtime flash mode. 2 AAA batteries included. Water resistant.	10.99	http://www.bicyclebuys.com/lights/LightTail/0114503	Bicycles > LightSets > Tail Lights	http://www.bicyclebuys.com/productimages/0114503.jpg	Blackburn	new	new			10.99	11	y	1,2		
0508044PART	Easton EC90 Aero Carbon Wheels '09	The Easton EC90 Aero Wheelset feature proprietary Easton Gen4 designs that have optimized material placement and enhanced tension holding capacity. The new EC90 Aero has greater impact strength and reinforced brake surface for better performance. In addit	1299.99	http://www.bicyclebuys.com/wheels/WheelRoad/0508044PART	Bicycles > Road Wheels > Road Wheels	http://www.bicyclebuys.com/productimages/0508044PART.jpg	Easton	new	new			1104.9915	2000	y	1,2	Limited Time Free Shipping	0.00
0852021	Thule Echelon Roof Rack (518)	Thule Echelon Roof Rack (518). The ultimate in fork mounts, the Echelon raises the bar on fork mounts with it’s new improved ETC™ (Equalized Twin Cam) clamping system.	124.98999999999999	http://www.bicyclebuys.com/carcarriers/CarrierRoof/0852021	Bicycles > Car Carriers > Roof Carriers	http://www.bicyclebuys.com/productimages/0852021.jpg	Thule	new	new			124.99	150	y	1,2		
0900223	Selle Italia Nitrox Genuine Gel Saddle	Selle Italia Nitrox Genuine Gel Saddle. Leather Upper, Kevlar sides, Embroided Logos and Gel Padding. FeC Alloy Rails. Black Only.	29.989999999999998	http://www.bicyclebuys.com/seats/SeatRoad/0900223	Bicycles > Seats > Road Seats	http://www.bicyclebuys.com/productimages/0900223.jpg	Selle Italia	new	new		Black	29.99	70	y	1,2	Discontinued Item 	
PDCWPART	Profile Design Cork Wrap	Looks and feels like natural cork. 25 different designs/colors. Shock Absorbent Black is an air-filled material which absorbs shock better than cork with the same dry feel. Patterns printed on synthetic material for durability and comfort.	11.99	http://www.bicyclebuys.com/barsstems/BarCovering/PDCWPART	Bicycles > Handlebar Tape/Grips > Handlebar Tape / Grips	http://www.bicyclebuys.com/productimages/pdcw.gif	Profile Designs	new	new			11.99	0	y	1,2		
0721068PART	Cannondale Baggy Fitness Short	The Cannondale Baggy Fitness Shorts are great shorts for any kind of riding.  Perfect for spinners and weekend warriors looking for extra comfort but don't want to wear the traditional spandex cycling short, as they look like a pair of regular athletic sh	44.990000000000002	http://www.bicyclebuys.com/clothing/Shorts/0721068PART	Bicycles > Shorts > Cycle Shorts	http://www.bicyclebuys.com/productimages/0721068PART.jpg	Cannondale	new	new			44.99	50	y	1,2		
1599904	Shimano HG-53 9-Speed Chain	Shimano HG-53 Chain. 9 Speed.  116 links.	19.989999999999998	http://www.bicyclebuys.com/drivetrain/Chains/1599904	Bicycles > Chains > Chains	http://www.bicyclebuys.com/productimages/1599904.jpg	Shimano	new	new			19.99	20	y	1,2		
0114302	Blackburn Flea Rear Taillight	Blackburn Flea Rear Taillight.  This new micro light uses Blackburn's patented new charging system that sucks the power from any standard 1.5v alkaline battery.  It's the vampire of lights!  Great for charging on the go.	29.989999999999998	http://www.bicyclebuys.com/lights/LightTail/0114302	Bicycles > LightSets > Tail Lights	http://www.bicyclebuys.com/productimages/0114302.jpg	Blackburn	new	new			29.99	30	y	1,2	Free Shipping	0.00
0402065	Shimano 105 PD-5610 Road Clipless Pedal	the Shimano 105 PD-5610 Road Clipless Pedal has the same design as the Dura Ace pedal with a wide pedal platform and bearing placement for optimum power transfer, all at a much lower price!	94.989999999999995	http://www.bicyclebuys.com/pedals/PedalsRoad/0402065	Bicycles > Clipless Pedals > Road Clipless Pedals	http://www.bicyclebuys.com/productimages/0402065.jpg	Shimano	new	new			94.99	110	y	1,2	New Low Price Free Shipping	0.00
1010055PART	Shimano Altus RD-M310 Rear Derailleur	The Shimano Altus RD-M310 Rear Derailleur is a great economical replacement part for bikes bought in retail-chain stores except this won't break after the first ride, or the second, or third…	19.989999999999998	http://www.bicyclebuys.com/drivetrain/DeraillRear/1010055PART	Bicycles > Rear Derailleur > Rear Derailleur	http://www.bicyclebuys.com/productimages/1010055.jpg	Shimano	new	new			19.99	30	y	1,2		
1010039	Shimano 14-28 6/speed Freewheel	Shimano 6 speed screw on Freewheel for a standard freewheel type system.  14-28 gear ratio designed for index shifting and friction.	19.989999999999998	http://www.bicyclebuys.com/drivetrain/Cassettes/1010039	Bicycles > Cassettes > Cassettes	http://www.bicyclebuys.com/productimages/1010039.jpg	Shimano	new	new			19.99	30	y	1,2		
0129931	Avenir Folding Wall Mount Storage Rack	CyclePro Folding Wall Mount Storage Rack.  Will hold one bicyle on the wall.  When not in use, arm folds up and away.  Wubber coated to avoid marring bike finish.	19.989999999999998	http://www.bicyclebuys.com/storagesystems/WallStorage/0129931	Bicycles > Storage Systems > Wall Storage Systems	http://www.bicyclebuys.com/productimages/0129931.jpg	Avenir	new	new			19.99	25	y	1,2		
0780022PART	Giro Fader Sunglasses	Giro Fader Sunglasses. The Fader's classic, straight-ahead style is made for life on the move. The injection molded frame is durable enough to handle the rigors of everyday life, and offers a medium fit that looks as good on the street as it does onstage.	89.989999999999995	http://www.bicyclebuys.com/clothing/Eyeglasses/0780022PART	Bicycles > Eyewear > Eyewear	http://www.bicyclebuys.com/productimages/0780022PART.jpg	Giro	new	new			80.991	90	y	1,2		
