RETSKU	PRODUCT TITLE	DETAILED DESCRIPTION	CATEGORIZATION	PRODUCT URL	PRIMARY IMAGE URL	SELLING PRICE	REGULAR PRICE	Condition	MANUFACTURER NAME	MANUFACTURER PART NUMBER	UPC / EAN	Availability	Color	Size	Material	Gender	Shipping
SHR087GEPART	Shimano SH-R087GE (Wide) Road Shoe	"The Shimano SH-R087GE (Wide) Road Shoe is a follow up to last year's immensely popular R086L shoe.  With features commonly found on shoes costing $150 like a s strap/ratchet upper and nylon reinforced nylon sole, the bang for the buck value of these bad b"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/SHR087GEPART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/SHR087GPART.jpg	104.99	115	New	Shimano	ESHR087GE		Yes			Synthetic Leather                                 	male      	-1
SHR106LPART	Shimano SH-R106L Road Cycling Shoe	"Shimano SH-R106L Road Cycling Shoe.  The lightweight shoes are professional-level in quality but not price.  The super stiff sole and superior fit offer the best power transfer in the industry today."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/SHR106LPART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/SHR106LPART.jpg	124.99	150	New	Shimano	R-106L		Yes			Synthetic Leather                                 	male      	-1
SHR133LPART	Shimano SH-R133L Road Cycling Shoe	"Shimano SH-R133L Road Cycling Shoe.  In the past, the only way to get a carbon fiber soled shoe for under $200 is to buy used or new-old stock.  Shimano ended that need with this super light, stiff, competition shoe."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/SHR133LPART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/SHR133LPART.jpg	159.99	180	New	Shimano	R-133L		Yes			Synthetic Leather                                 	unisex    	-1
SHWR41PART	Shimano SH-WR41 Women's Road Shoe	"The Shimano WR41 Women's Road Shoe is the Women's version of Shimano's popular SH-R087G shoe.  This no-boys-allowed shoe features pro-level features like a micro-adjust buckle/2-velcro strap clusure system and Shimano's virtually unbendable fiberglass rei"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/SHWR41PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/SHWR41PART.jpg	99.99	115	New	Shimano	ESHWR41C		Yes			Synthetic Leather                                 	female    	-1
0508100PART	Mavic Ksyrium SR Road Wheelset	"Mavic Ksyrium SR Road Wheelset. Tracomp technology is now available in the proven Ksyrium wheelset. The new SR-series Ksyrium is the best of both metal and composite spoke technology, leaving you with the best multi-performance wheel perhaps ever invented"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0508100PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0508100PART.jpg	1249.99	1250	New	Mavic			Yes			Carbon                                            	unisex    	-1
1010150	Shimano Deore SL-M590 9 Speed Shifters	"Shimano Deore SL-M590 9 Speed Shifters - a classic choice for any type of mountain biking, now with 2-Way Release."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1010150#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1010150.jpg	59.99	69	New	Shimano	ISLM590PA	689228296459	Yes					-1
0404379	Truvativ Noir Team Carbon Flat Bar 31.8x600mm	"Truvativ Noir Team Carbon Flat Bar 31.8x600mm. The Noir Team features a finish based on the popular Noir Crank unidirectional graphite finish. The Team bar is available in 600mm width with a 5 degree back sweep. The handlebar clamp is only available in 31"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0404379#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0404379.jpg	99.99	120	New	Truvativ	00.6615.136.010	710845664410	Yes					-1
1010210	Shimano Sora Shifter-Levers ST-3400	"Shimano Sora Shifter-Levers ST-3400 are designed to fit riders of all sizes and riding levels with features like and easy to read gear display and reach adjustment."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1010210#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1010210.jpg	159.99	200	New	Shimano	IST3400PAC	689228131590	Yes					-1
1010212	Shimano Tiagra ST-4503 9sp Triple Shifter/Levers	"Shimano Tiagra ST-4503 9sp Triple Shifter/Levers.  Anotomically correct, efficent replacement shifter/levers for your trusty 9 speed bike."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1010212#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1010100.jpg	249.99	275	New	Shimano			Yes					-1
1603028PART	SRAM Omnium Single Speed/Track Crankset	"SRAM Omnium is the purists’ choice for street and track performance. The new Omnium track crankset is the first external bearing track crank in the world. Designed for world-class track racing, but also at home as the ultimate “fixie” crankset, the Omnium"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1603028PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1603028PART.jpg	239.99	290	New	Sram	00.6115.606		Yes					-1
0509700PART	Zipp 1080 Tubular Wheel	"Zipp 1080 Tubular Wheels are the world's fastest non-disc wheels. The sight of a lone rider hunched over the aero bars may lack the spectacle of a field sprint or the epic scenery of a mountain stage. But if you’ve ever poured yourself into a time trial o"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0509700PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0509700PART.jpg	1214.99	1215	New	Zipp	00.1900.042		Yes					-1
0509702PART	Zipp 900 Tubular Rear Wheel	"At just 936g with a cassette hub, the Zipp 900 Tubular Rear Wheel is more than light enough for the hilliest triathlon or time trial courses. Swap the road setup for a track configuation, and the same wheel is ready for action at the highest levels of the"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0509702PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0509702PART.jpg	1399.99	1630	New	Zipp	00.1900.065		Yes					-1
0509703PART	Zipp 900 Clincher Rear Wheel	"With the ease of clinchers and optimal aerodynamics for tires up to 23mm, the Zipp 900 Clincher Rear Wheel is the perfect choice on less-than-perfect road surfaces. This disc may also be adapted for track use.
<br> </br>
Rather than post-bonding a rim a"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0509703PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0509703PART.jpg	1849.99	1850	New	Zipp	00.1900.067		Yes					-1
0509704	Zipp 900 Wheelchair Disc Tubular Wheel	"The Zipp 900 Wheelchair Disc Tubular Wheel might not be a best seller, but it's a product that Zipp take very seriously. Starting with our race-proven 900 disc, Zipp has incorporated an industry-standard "stub" axle, durable oversized bearings, a scuff re"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0509704#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0509704.jpg	1104.99	1105	New	Zipp	00.1900.066.000	710845635564	Yes					-1
0509705PART	Zipp 900 (840) Tubular 650c Rear Wheel	"Zipp scaled down the classic 900 to accommodate 650c riders who are just as worthy of a disc that's wickedly fast, freakishly light and offers an incredibly smooth ride. Now that you're on an even aero playing field, the competition better look out. There"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0509705PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0509705.jpg	1629.99	1630	New	Zipp	00.1900.063		Yes					-1
0509706PART	Zipp SUB-9 Disc Tubular Rear Wheel	"For decades, an obsession with aerodynamics has influenced everything from wheels to water bottles. But with the Zipp Sub-9 disc Tubular Wheel, Zipp has moved from minimizing drag to maximizing propulsion.
<br> </br>
The Sub-9's highlights so far includ"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0509706PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0509706PART.jpg	2074.99	2075	New	Zipp			Yes					-1
0509707PART	Zipp Super-9 Disc Tubular Rear Wheel	"The Zipp Super-9 Disc Tubular Rear Wheel excels in races won on full-throttle power. Intended for time trials, track racing, and the occasional Tour de France prologue, the Super-9 is stiffer than our 900 disc and matches the Sub-9’s remarkable ability to"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0509707PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0509707PART.jpg	2074.99	2075	New	Zipp			Yes					-1
1610086PART	Zipp Vuka Aero w/ Vuka Shift Extension	"In the constant struggle against your physical and mental limits, you need to find the ideal setup for the most important piece of equipment: you. But the fastest position that balances aerodynamics, power output, and comfort can be elusive. That’s why Zi"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1610086PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1610086PART.jpg	1049.99	1050	New	Zipp			Yes			Carbon                                            	unisex    	-1
1610088	Zipp Vuka Clip Set	"Most aero extensions are built around the tradeoff between clean lines and adjustability. Not so with the Zipp Vuka Clip Set, which gives you an incredible range of fine-tuning but only the most stripped-down frontal area.
<br> </br>
Using the VukaAero’"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1610088#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1610088.jpg	174.99	175	New	Zipp			Yes					-1
1010164PART	Zipp Vuka R2C Barend Aero Shifter Set	"Tested in Kona and proven at the Tour de France, the new Zipp Vuka R2C Barend aero shifter is a milestone in Zipp's efforts to develop cockpit components that combine high-performance aerodynamics with superior ergonomics.
<br> </br>
Once you position t"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1010164PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1010164PART.jpg	349.99	350	New	Zipp	00.7015.130		Yes					-1
1610089PART	Zipp Vuka Shift Extension Bars	"Instead of bolting the shifter onto an assembly that plugs into the aero extension, why not just bolt the shifter onto the extension itself? That’s the simple idea behind the Vuka Shift Extension Bars.
<br> </br>
This designs saves up to 80 grams by eli"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1610089PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1610089PART.jpg	199.99	200	New	Zipp	00.6600.050		Yes			Carbon                                            	unisex    	-1
1610090PART	Zipp Vuka Extension Bars	"To help every rider find their fit, Zipp has created three different all-carbon Vuka Extension Bars for the VukaAero and VukaClip. Straight extensions will get you as low as humanly possible. Chicanes are ideal for mid-range speed and share their S-bend s"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1610090PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1610090PART.jpg	129.99	130	New	Zipp	00.6615.069		Yes			Carbon                                            	unisex    	-1
1630613PART	Zipp Contour SL Carbon Handlebar	"Zipp Contour SL Handlebar provides comfort, ergonomics, stiffness and aerodynamics. These are the essential elements Zipp has balanced in the Contour SL, and every millimeter of the shape is designed for all-day comfort and performance. The airfoil top is"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1630613PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1630613PART.jpg	294.99	295	New	Zipp	00.6600.011		Yes					-1
1630614PART	Zipp SL Carbon Handlebar	"A minimalist bar for climbers and smaller riders, the Zipp SL Carbon Handlebar is the result of over 4 years of research and development and more than 40 revisions of the carbon laminate structure. It weighs a mere 170g (SS drops, 42cm o-o), but it's stif"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1630614PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1630614PART.jpg	349.95	350	New	Zipp	00.6615.081		Yes					-1
1630615PART	Zipp SLC2 Carbon Handlebar	"The Zipp SLC2 Carbon Handlebar satisfies even the most demanding riders with a massively stiff handlebar that's clip-on compatible and weighs just 190g (SS drops, 42cm o-o). To get there, we started out by keeping more than 60% of the bar width at the sam"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1630615PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1630615PART.jpg	249.99	295	New	Zipp	00.6615.085		Yes					-1
1630617PART	Zipp Service Course SL Handlebar	"When it comes to handlebars, tried and true aluminum remains the material of choice for many pros. In part, that’s because their bikes have to meet a minimum weight requirement, so there’s little reason to use a sub-200g carbon fiber bar like the Zipp SL."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1630617PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1630617PART.jpg	109.99	110	New	Zipp	00.6615.095		Yes					-1
0508070PART	Reynolds Thirty Two Carbon Wheelset 700c	"Reynolds Thirty Two Carbon Wheelset. The raised arms and ear-to-ear grin of Christoph Riblon said it all, as he crossed the finish line for
a solo victory on Stage 14 of the Tour de France. The Reynolds Thirty-Two he was riding climbs
like a hot air bal"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0508070PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0508070PART.jpg	2274.99	2300	New	Reynolds			Yes					-1
0508071PART	Reynolds Forty Six Carbon Wheelset 700c	"The Reynolds Forty-Six features a blistering top end, incomparable lateral stiffness, strength and light weight, while the super deep profile  The Forty-Six incorporates Reynolds’ high modulus carbon and refined resin system. That makes them among the lig"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0508071PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0508071PART.jpg	2349.99	2375	New	Reynolds			Yes					-1
0508072PART	Reynolds Sixty Six Carbon Road Wheelset 700c	"Reynolds Sixty-Six is a versatile competitor that top professionals count on to pull them through every
type of race situation: triathlons and time trials, fast crits, mountain stages–even windy circuit
races. Sixty-Six incorporates Reynolds’ high modul"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0508072PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0508072PART.jpg	2424.99	2450	New	Reynolds			Yes					-1
0508073PART	Reynolds Attack Carbon Clincher Wheelset 700c	"The Reynolds Attack represents the first family of world-class, yet affordable, carbon wheel
performance. From the moment we premiered the Attack, it was a winner. And It’s easy to
see why. The Attack is a versatile, 32mm all-carbon clincher that can ri"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0508073PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0508073PART.jpg	1174.99	1200	New	Reynolds			Yes					-1
0508074PART	Reynolds Assault Carbon Wheelset 700c	"The Raynolds Assault represents the first family of world-class, yet affordable, carbon wheel
performance.  The 46mm Assault not only has a leg up on the best alloy wheels, but it can out-sprint, out-corner and generally out-perform any deep profile carb"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0508074PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0508074PART.jpg	1424.99	1450	New	Reynolds			Yes					-1
0508075PART	Reynolds Strike Carbon Clincher Wheelset 700c	"The 66mm Reynolds Strike has demonstrated it can beat the pants off just about any wheel at any price. But then, that’s the whole point. For 2011 we’ve improved the layup composition and added our proprietary new CTg braking
system to measurably improve "	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0508075PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0508075PART.jpg	1574.99	1600	New	Reynolds			Yes					-1
0508076PART	Reynolds Forty Six/Sixty Six Staggered Carbon Wheelset 700c	"At Reynolds, we pay close attention to how customers and sponsored pro athletes use our wheels for maximum benefit. One technique involves mixing profiles to optimize the performance of each design. That insight led to the introduction the Forty-Six match"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0508076PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0508076PART.jpg	2424.99	2450	New	Reynolds			Yes					-1
0508077PART	Reynolds Assault/Strike Staggered Carbon Clincher Wheelset 700c	"At Reynolds, we pay close attention to how customers and sponsored pro athletes use our wheels for maximum benefit. One technique involves mixing profiles to optimize the performance of each design. That insight led to the introduction of the Assault/Stri"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0508077PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0508077PART.jpg	1574.99	1600	New	Reynolds			Yes					-1
0508078PART	Reynolds Element Full Disc Carbon Rear Wheel 700c	"Given all the marketing noise about surface textures and “negative” drag, one truth about disc wheels is often overlooked: hype doesn’t produce speed, the rider does. Reynolds has developed, tested, raced and refined the Element with a relentless attentio"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0508078PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0508078PART.jpg	1474.99	1500	New	Reynolds			Yes					-1
0508079PART	Reynolds Sixty Six Carbon Front Wheel 700c	"Sixty-Six is a versatile competitor that top professionals count on to pull them through every
type of race situation: triathlons and time trials, fast crits, mountain stages–even windy circuit
races. Sixty-Six incorporates Reynolds’ high modulus carbon"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0508079PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0508079PART.jpg	1184.99	1185	New	Reynolds			Yes					-1
0508080PART	Reynolds Sixty Six Carbon Track/Singlespeed Rear Wheel 700c	"Sixty-Six is a versatile competitor that top professionals count on to pull them through every
type of race situation. Sixty-Six incorporates Reynolds’ high modulus carbon and refined resin system. That makes them among the lightest on the market, yet st"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0508080PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0508080PART.jpg	1499.99	1500	New	Reynolds			Yes					-1
0508081PART	Reynolds XC Carbon Tubeless Wheelset	"Gram for gram, mountain wheels take more punishment than any other component on the bike. That’s why Reynolds – for 2011 – has completely re-thought and re-engineered our mountain wheelsets from the ground, up. The all-new XC starts with a totally new uni"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0508081PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0508081PART.jpg	1574.99	1600	New	Reynolds			Yes					-1
0508082PART	Reynolds AM Carbon Tubeless Wheelset	"Gram for gram, mountain wheels take more punishment than any other component on the bike. That’s why Reynolds – for 2011 – has completely re-thought and re-engineered our mountain wheelsets from the ground, up.  The Reynolds AM is a tubeless mountain whee"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0508082PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0508082PART.jpg	1474.99	1600	New	Reynolds			Yes					-1
1010225PART	Shimano RD-M662 Shadow SLX Rear Derailleur	"Shimano Shadow SLX rear derailleur has the low profile shadow technology : Straight cable design. Crisp and accurate shifting. No chain stay contact. Stronger guide spring.  Resilient Powder Coat finish."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1010225PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1010225.jpg	69.99	90	New	Shimano	rd-m662		Yes					-1
0508083	Shimano Dura-Ace WH-7900-C24-CL Carbon Clincher Wheelset	"Shimano Dura Ace WH-7900-C24 offers high speed cruising with astonishing acceleration. improved acceleration performance within aero dynamics. With a focus on speed, the new rim profiles yield a substantial reduction in weight while maintaining the aerody"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0508083#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0508083.jpg	999.99	1300	New	Shimano	WH-7900-C24-CL	689228538283	Yes			Carbon                                            	unisex    	-1
1630618PART	Zipp Service Course Handlebar	"When it comes to handlebars, tried and true aluminum remains the material of choice for many pros. In part, that’s because their bikes have to meet a minimum weight requirement, so there’s little reason to use a sub-200g carbon fiber bar like the Zipp SL."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1630618PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1630618PART.jpg	89.99	90	New	Zipp	00.6615.096		Yes					-1
1630713PART	Zipp SL145 Carbon Stem	"Zipp SL145 Carbon Stem is a perfect example of the determination that Zipp's engineers display when faced with a challenge. It requires 50 sections of hand-wrapped carbon cloth, titanium bolts sourced from the same Italian producer used by Ducati's MotoGP"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1630713PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1630713PART.jpg	249.99	250	New	Zipp	00.6500.101		Yes					-1
1630714PART	Zipp SL Speed Carbon Stem	"Fashioned from a mere 102 grams of carbon and titanium, the Zipp SL Speed Carbon Stem proves that a superlight stem doesn’t have to compromise on stiffness, strength, or reliability.
<br> </br>
To make the most of every gram, the SLSpeed’s unidirectiona"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1630714PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1630714PART.jpg	324.99	325	New	Zipp	00.6500.102		Yes					-1
1630715PART	Zipp Service Course SL Stem	"Your stem has to resist flexing during sprints and accelerations, clamp securely to the fork and handlebar, and support your weight over significant impacts. It’s a difficult job, but the new Zipp Service Course SL stem is still able to combine strength, "	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1630715PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1630715PART.jpg	99.99	100	New	Zipp	00.6515.062		Yes					-1
1630716PART	Zipp Service Course Stem	"Your stem has to resist flexing during sprints and accelerations, clamp securely to the fork and handlebar, and support your weight over significant impacts. It’s a difficult job, but the new Zipp Service Course stem is still able to combine strength, sti"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1630716PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1630716PART.jpg	69.99	70	New	Zipp	00.6515.063		Yes					-1
0900980PART	Zipp Service Course SL Seatpost	"Better fit means better performance. If your saddle is out of position, you’ll waste energy with every pedal stroke. That was Zipp's foremost consideration in creating a secure, low-profile clamp for the Service Course SL seatpost that allows the saddle t"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0900980PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0900980PART.jpg	119.99	120	New	Zipp	00.6815.042		Yes			Alloy                                             	unisex    	-1
0900981PART	Zipp Service Course Seatpost	"Better fit means better performance. If your saddle is out of position, you’ll waste energy with every pedal stroke. That was Zipp's foremost consideration in creating a secure, low-profile clamp for the Service Course seatpost that allows the saddle to s"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0900981PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0900981PART.jpg	89.99	90	New	Zipp	00.6815.042		Yes					-1
1429903PART	Zipp Cork Brake Pad For Carbon Rims	"In response to the intense heat caused by braking on carbon, Zipp developed the Tangente High Performance Cork Brake Pad for carbon rims. CNC machined from a unique composite material, the Tangente pad combines the stopping performance and durability of a"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1429903PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1429903PART.jpg	74.99	75	New	Zipp	80.1900.018		Yes				unisex    	-1
1630575PART	Zipp Vuma Chrono Chainring	"Replacement chainrings for VumaChrono cranks. Larger rings have 9 screws to secure the ring to the inner carbon face. Inner (smaller) rings have their own bolts. System can accommdate single or double ring configurations."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1630575PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1630575PART.jpg	94.99	95	New	Zipp			Yes					-1
